_id,timestamp,logging_type,client_type,test_id,room_id,scenario_type,client_username,client_id,state,iplocation,latest_circuit,error,LokiNetStatusText
63a5fd837d9c7a34f0fc24d0,2022-12-23 19:12:03.424581,COMMAND_SESSION_SUCCESS,CnC,fa733511-0286-4298-b3e0-03aaf5d8b273,9ac30f8e-45a3-49e3-af0d-5c34b87b51e3,12,,,,,,,
63a5fdf67d9c7a34f0fc24d6,2022-12-23 19:13:58.465982,COMMAND_SESSION_SUCCESS,CnC,fa733511-0286-4298-b3e0-03aaf5d8b273,77d3e5c2-f913-4987-b3cf-3be3dafbfa6a,13,,,,,,,
63a5fe637d9c7a34f0fc24dc,2022-12-23 19:15:47.680394,COMMAND_SESSION_SUCCESS,CnC,fa733511-0286-4298-b3e0-03aaf5d8b273,2f02e71b-6e9c-441c-bc4b-84c2742eee93,14,,,,,,,
63a5fec57d9c7a34f0fc24e2,2022-12-23 19:17:25.006827,COMMAND_SESSION_SUCCESS,CnC,fa733511-0286-4298-b3e0-03aaf5d8b273,b7147ebc-5aea-4f78-ad24-a4d4d2805b2f,15,,,,,,,
63a6006b7d9c7a34f0fc2502,2022-12-23 19:24:27.287967,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,c3ba5a2b-fd89-417d-bc74-68693bf63ac3,1,,,,,,,
63a600d77d9c7a34f0fc2508,2022-12-23 19:26:15.615421,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,588b9cf1-f1f4-4f45-8a06-7be7e514606d,2,,,,,,,
63a601417d9c7a34f0fc250e,2022-12-23 19:28:01.765397,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,6fa93cce-6c22-4bb5-91f3-19b381b63f9b,3,,,,,,,
63a6020c7d9c7a34f0fc251a,2022-12-23 19:31:24.817517,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,8f2b92a4-f107-4918-994a-e9cbf61c5248,5,,,,,,,
63a602717d9c7a34f0fc2520,2022-12-23 19:33:05.304325,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,8f561ca8-3013-4720-b054-8e530b27684e,6,,,,,,,
63a602d87d9c7a34f0fc2526,2022-12-23 19:34:48.687732,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,cfc03d9d-5dbe-4a2b-a711-93e1e8fd01f8,7,,,,,,,
63a603437d9c7a34f0fc252c,2022-12-23 19:36:35.648057,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,e9acbdd4-10e2-45d8-a3d7-982e4b037be7,8,,,,,,,
63a603a67d9c7a34f0fc2532,2022-12-23 19:38:14.727589,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,17db9f58-d75e-4f76-abef-2182a05547ee,9,,,,,,,
63a604dd7d9c7a34f0fc2544,2022-12-23 19:43:25.301446,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,3c69e2e9-b86f-41a7-a080-a0a564bb828d,12,,,,,,,
63a605557d9c7a34f0fc254a,2022-12-23 19:45:25.504715,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,a1bf2ab8-87db-45f1-8d49-c01a5801d1fd,13,,,,,,,
63a605bc7d9c7a34f0fc2550,2022-12-23 19:47:08.177352,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,1a2585a4-ca07-4aaa-8d61-4132352f1984,14,,,,,,,
63a606267d9c7a34f0fc2556,2022-12-23 19:48:54.019472,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,15da4175-433d-4024-82c6-158db6358cf4,15,,,,,,,
63a608d77d9c7a34f0fc2568,2022-12-23 20:00:23.422184,COMMAND_SESSION_SUCCESS,CnC,db70b996-6d40-4a50-b6ef-da2108d83020,bfd94ff5-f9ad-42f9-9c6a-1bedc7ca03ee,18,,,,,,,
63a609927d9c7a34f0fc2576,2022-12-23 20:03:30.355219,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,5b2645a8-e1c9-44a8-9d61-9b364f7db03c,1,,,,,,,
63a60a487d9c7a34f0fc2582,2022-12-23 20:06:32.757065,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,501d2422-9616-4592-b927-fd8345b5f4f5,3,,,,,,,
63a60b237d9c7a34f0fc258e,2022-12-23 20:10:11.680235,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,7fa052bb-7528-420d-9876-d109daf502fd,5,,,,,,,
63a60b8c7d9c7a34f0fc2594,2022-12-23 20:11:56.064438,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,ba134a2b-def7-4322-9f77-61cd8a006f35,6,,,,,,,
63a60bf57d9c7a34f0fc259a,2022-12-23 20:13:41.077947,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,5b786a2d-974a-4138-9150-a806591ffebc,7,,,,,,,
63a60cef7d9c7a34f0fc25a6,2022-12-23 20:17:51.208084,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,68c51216-a3ab-4b26-9648-d4cf45c8743e,9,,,,,,,
63a60e087d9c7a34f0fc25b2,2022-12-23 20:22:32.584383,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,aef47f57-12b0-408d-92f6-4713cd25823b,11,,,,,,,
63a60e787d9c7a34f0fc25b8,2022-12-23 20:24:24.737575,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,bee696de-a569-4be4-8c67-de20745cc5f1,12,,,,,,,
63a60efe7d9c7a34f0fc25be,2022-12-23 20:26:38.363648,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,e754b1e6-a4e2-43cd-9539-acf8a76ee855,13,,,,,,,
63a610dd7d9c7a34f0fc25ca,2022-12-23 20:34:37.006529,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,b70875a0-0c3f-462a-835f-a80957deff9d,15,,,,,,,
63a613877d9c7a34f0fc25e2,2022-12-23 20:45:59.265151,COMMAND_SESSION_SUCCESS,CnC,b24b1cb4-e97e-4743-bf28-73230dca032b,3eb04a83-390b-4497-8af2-f46d8a139838,19,,,,,,,
63a613e37d9c7a34f0fc25ea,2022-12-23 20:47:31.172211,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,bc1ca3e5-2747-4c0e-bfdc-d7758a75a311,1,,,,,,,
63a6144d7d9c7a34f0fc25f0,2022-12-23 20:49:17.479946,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,35d566ba-8895-43d5-9d3f-ec6ecf4883c5,2,,,,,,,
63a614bb7d9c7a34f0fc25f6,2022-12-23 20:51:07.837042,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,9b2e2684-ce24-4fd0-ad83-850abe90ed1e,3,,,,,,,
63a615d97d9c7a34f0fc2602,2022-12-23 20:55:53.953160,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,21fba5db-025b-40c9-8d25-2a303549b1ba,5,,,,,,,
63a616547d9c7a34f0fc2608,2022-12-23 20:57:56.807413,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,9d3cb6c1-73aa-48f6-b95c-29f1440f7c94,6,,,,,,,
63a616c17d9c7a34f0fc260e,2022-12-23 20:59:45.787205,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,39bb8cba-05dd-4ff8-8cd4-7c67997ff05d,7,,,,,,,
63a6172f7d9c7a34f0fc2614,2022-12-23 21:01:35.368526,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,e24f3bf5-b457-4ce2-9325-5086241bc60b,8,,,,,,,
63a617927d9c7a34f0fc261a,2022-12-23 21:03:14.254264,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,598fbc73-047c-487a-a3e3-b2f7e455f4db,9,,,,,,,
63a6189e7d9c7a34f0fc2626,2022-12-23 21:07:42.652198,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,0185c8cc-9058-4b5b-85bf-97574e0eef9a,11,,,,,,,
63a6190f7d9c7a34f0fc262c,2022-12-23 21:09:35.540983,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,ab8e9cc1-013d-46a4-86da-f33b29e775f2,12,,,,,,,
63a619817d9c7a34f0fc2632,2022-12-23 21:11:29.639376,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,94edab3d-3a9b-47c4-be49-9a4c0c01ce8d,13,,,,,,,
63a619e87d9c7a34f0fc2638,2022-12-23 21:13:12.277386,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,e7e5a6d8-a710-4a8c-96d9-abbc2be6d923,14,,,,,,,
63a61ae07d9c7a34f0fc2644,2022-12-23 21:17:20.080264,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,c175f996-03c3-4363-97b5-12d9d63b5531,16,,,,,,,
63a61b8c7d9c7a34f0fc2650,2022-12-23 21:20:12.626688,COMMAND_SESSION_SUCCESS,CnC,e0187e33-9ea8-429f-9718-dcb0ed19ae75,804cbce8-a2b9-41e5-826b-095466387791,18,,,,,,,
63a61c297d9c7a34f0fc265e,2022-12-23 21:22:49.837222,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,8454f5dd-d496-47c8-9e9a-884363efe01e,1,,,,,,,
63a61cfc7d9c7a34f0fc266a,2022-12-23 21:26:20.508409,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,e22ce1ef-e0f1-4180-a8a0-0be4f87eb5e8,3,,,,,,,
63a61dde7d9c7a34f0fc2676,2022-12-23 21:30:06.969002,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,2250a9be-69b2-40b4-b4b1-134a5def2eea,5,,,,,,,
63a61e927d9c7a34f0fc2682,2022-12-23 21:33:06.566407,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,c1408e8b-5264-42f1-a21c-006817220083,7,,,,,,,
63a61ef47d9c7a34f0fc2688,2022-12-23 21:34:44.154076,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,c9068a08-eb88-4657-9279-d5880bbd8cff,8,,,,,,,
63a61f727d9c7a34f0fc268e,2022-12-23 21:36:50.499598,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,13ba8882-6763-4151-af2b-0cd581522564,9,,,,,,,
63a61fdc7d9c7a34f0fc2694,2022-12-23 21:38:36.941687,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,21bd3224-84fb-47b5-a630-51a1570008e8,10,,,,,,,
63a620ad7d9c7a34f0fc26a0,2022-12-23 21:42:05.206663,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,56ecc4f9-bc3b-417d-8267-5f8326d05a36,12,,,,,,,
63a6211f7d9c7a34f0fc26a6,2022-12-23 21:43:59.665033,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,9c686ec0-fa11-483f-bc15-a4fe25b14ab4,13,,,,,,,
63a6228c7d9c7a34f0fc26b2,2022-12-23 21:50:04.260135,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,f38ff52c-9365-4d4a-bc07-b73a25cd9ae7,15,,,,,,,
63a622f97d9c7a34f0fc26b8,2022-12-23 21:51:53.360001,COMMAND_SESSION_SUCCESS,CnC,53bdc9f2-3ca2-418c-8334-5890b52c766f,20afdd72-bf81-4532-a39d-d0d9ca0298ab,16,,,,,,,
63a6243d7d9c7a34f0fc26d2,2022-12-23 21:57:17.984491,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,99a9d12e-dba8-4543-ac40-93f61dc5e25a,1,,,,,,,
63a624b27d9c7a34f0fc26d8,2022-12-23 21:59:14.757660,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,1339c645-c680-4b48-a44a-e3ce621f9284,2,,,,,,,
63a626117d9c7a34f0fc26e4,2022-12-23 22:05:05.079335,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,7907458f-2387-4f09-9720-790ae893d702,4,,,,,,,
63a626907d9c7a34f0fc26ea,2022-12-23 22:07:12.465820,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,d6221dd7-1f94-4079-948e-7c69e9b13101,5,,,,,,,
63a627a07d9c7a34f0fc26f6,2022-12-23 22:11:44.085360,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,17736497-f23f-4e34-8684-5c20c0a106ac,7,,,,,,,
63a6281e7d9c7a34f0fc26fc,2022-12-23 22:13:50.577622,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,8992bb0e-eb66-4f58-a324-c69df607c914,8,,,,,,,
63a628817d9c7a34f0fc2702,2022-12-23 22:15:29.233397,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,e4366324-7ab0-4d17-8052-24999b3ca6fb,9,,,,,,,
63a628e67d9c7a34f0fc2708,2022-12-23 22:17:10.272120,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,f17508bd-9bfe-4c86-b2ae-87f00abaa26c,10,,,,,,,
63a629467d9c7a34f0fc270e,2022-12-23 22:18:46.107645,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,44cdb30e-c572-47c2-8bd9-49ae56391991,11,,,,,,,
63a629bd7d9c7a34f0fc2714,2022-12-23 22:20:45.790017,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,d6312afa-4f70-45f0-9b89-0d1117a28beb,12,,,,,,,
63a62a367d9c7a34f0fc271a,2022-12-23 22:22:46.745961,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,8ac37b14-8b5a-406e-b684-a7f91215ce9f,13,,,,,,,
63a62c167d9c7a34f0fc2726,2022-12-23 22:30:46.304071,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,2c93b64e-0d2e-47db-bd8f-c83884939432,15,,,,,,,
63a62cdb7d9c7a34f0fc2732,2022-12-23 22:34:03.974140,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,a615f121-9a83-44c8-a046-4759be3b3a39,17,,,,,,,
63a62dcd7d9c7a34f0fc273e,2022-12-23 22:38:05.604655,COMMAND_SESSION_SUCCESS,CnC,1461d9cd-4df3-47a5-8325-0fd607c2b8ef,989fb2dc-b1f0-42f0-a85d-0bfa137e9648,19,,,,,,,
63a62e297d9c7a34f0fc2746,2022-12-23 22:39:37.016108,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,64912c3e-b27c-4ee8-b48a-16eabc8b0021,1,,,,,,,
63a62e9e7d9c7a34f0fc274c,2022-12-23 22:41:34.137351,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,51426bf9-9b8e-46fc-8570-0f0efb361218,2,,,,,,,
63a62f017d9c7a34f0fc2752,2022-12-23 22:43:13.438862,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,1022d6d2-f899-4d8c-9bd2-76da4e2ee4e0,3,,,,,,,
63a6303e7d9c7a34f0fc2764,2022-12-23 22:48:30.097115,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,e452eaf7-0630-43dc-8031-e69206b219f3,6,,,,,,,
63a630a17d9c7a34f0fc276a,2022-12-23 22:50:09.489407,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,81fb6862-0c19-47f0-9335-6a7c02e875c8,7,,,,,,,
63a631047d9c7a34f0fc2770,2022-12-23 22:51:48.509918,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,0cd7ccae-71d1-437c-8b4c-3165d7d10034,8,,,,,,,
63a6316c7d9c7a34f0fc2776,2022-12-23 22:53:32.815360,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,cb2606e1-01b6-4ea3-a4fd-554fae71a523,9,,,,,,,
63a631ea7d9c7a34f0fc277c,2022-12-23 22:55:38.391208,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,de5da00c-76f2-464f-9f7c-d3c358952a0d,10,,,,,,,
63a6329d7d9c7a34f0fc2788,2022-12-23 22:58:37.692924,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,fd1c0055-2bc3-4824-8aec-1105c53bba04,12,,,,,,,
63a6331a7d9c7a34f0fc278e,2022-12-23 23:00:42.938432,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,882d23f3-857a-49db-9dfb-399bbc6a19fb,13,,,,,,,
63a633817d9c7a34f0fc2794,2022-12-23 23:02:25.580700,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,82c325fe-fc25-4380-b8ea-2e2fcf49afab,14,,,,,,,
63a633e47d9c7a34f0fc279a,2022-12-23 23:04:04.203866,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,a00dbf57-2849-401c-acd2-bbf210b90722,15,,,,,,,
63a634447d9c7a34f0fc27a0,2022-12-23 23:05:40.772930,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,2d69e4fb-0c82-4d93-addd-ae0ea94a8e59,16,,,,,,,
63a634b17d9c7a34f0fc27a6,2022-12-23 23:07:29.494389,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,7e3ca637-4816-4a92-bb5b-1d3e3807f882,17,,,,,,,
63a635137d9c7a34f0fc27ac,2022-12-23 23:09:07.277990,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,108b7e36-b555-449d-a745-acee5359aa39,18,,,,,,,
63a635777d9c7a34f0fc27b2,2022-12-23 23:10:47.436077,COMMAND_SESSION_SUCCESS,CnC,67de1570-2c58-4927-a93f-dadec6a1f6e2,abcba2d2-1137-43bd-b536-eff0d7d69477,19,,,,,,,
63a635d67d9c7a34f0fc27ba,2022-12-23 23:12:22.820761,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,1f04a4da-f59b-4252-8eae-3e75b589a12a,1,,,,,,,
63a636417d9c7a34f0fc27c0,2022-12-23 23:14:09.326795,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,35de87cd-45c0-424c-b576-aae95820b953,2,,,,,,,
63a636a77d9c7a34f0fc27c6,2022-12-23 23:15:51.212206,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,b4327119-a0aa-41c1-8fdc-f841febd3567,3,,,,,,,
63a637dd7d9c7a34f0fc27d2,2022-12-23 23:21:01.941299,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,f006c70d-f170-4554-bf03-80ab839d5320,5,,,,,,,
63a6383f7d9c7a34f0fc27d8,2022-12-23 23:22:39.339995,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,e193077b-297d-46dc-9df3-323cb4ef1b90,6,,,,,,,
63a638a77d9c7a34f0fc27de,2022-12-23 23:24:23.423256,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,d1b44581-767a-40d0-88e3-627b29726b7f,7,,,,,,,
63a6390a7d9c7a34f0fc27e4,2022-12-23 23:26:02.428050,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,3cd950cb-87e0-4fd7-990f-4e4fa7e42ac2,8,,,,,,,
63a639727d9c7a34f0fc27ea,2022-12-23 23:27:46.417158,COMMAND_SESSION_SUCCESS,CnC,f7c56555-1ffc-4ed2-9134-d3b9a247cd85,a04b7bc1-8dfd-48ed-b0e2-aa9225727ce0,9,,,,,,,
